complaint_text,mapped_category,urgency_label
Someone has been stealing the brass nameplates from the entrances of several bungalows in the Ambawadi area. It is a strange but recurring theft here.,Theft,Low
"I was returning home from my Navratri practice in Satellite. Two men on a bike cornered me on a dimly lit street, showed me a knife, and took my purse and the silver anklets I was wearing.",Robbery,High
"My father owns an Angadia (courier) office in Ratan Pol. Yesterday, masked men entered with weapons, assaulted my father and his staff, and looted cash and valuables worth lakhs. It was a planned heist.",Robbery,High
"I was driving on the SP Ring Road late at night when my car broke down. As I was calling for help, another car stopped, and the men inside robbed me of my phone, wallet, and watch at knifepoint.",Robbery,High
My elderly aunt was alone at home in her Paldi flat when a man posing as a plumber forced his way in. He tied her up and stole all the cash and jewelry from the house. She is deeply traumatized.,Robbery,High
"I was withdrawing cash from an ATM near Nehrunagar circle. As soon as I got the cash, a man who was behind me snatched it from my hand and ran. He jumped onto a waiting scooter and they escaped.",Robbery,Medium
"My wife and I were taking photos at the Adalaj Stepwell. A group of men surrounded us, pretending to be guides, and then subtly threatened us and forced us to give them money and my wife's gold chain.",Robbery,High
"I am a pharma distributor. While on my way back from a collection route, my van was intercepted by a car in the industrial area of Narol. They assaulted my driver and stole the entire day's cash collection.",Robbery,High
"Two men on a scooter snatched my wife's purse as she was getting out of an auto-rickshaw in front of our house in Vastral. The purse contained her phone, cash, and credit cards.",Robbery,Medium
"I was stopped by men pretending to be police officers on the highway just outside Ahmedabad. They said they needed to search my car for illegal goods. During the 'search', they stole several items and cash.",Robbery,High
"A gang of youths robbed several morning walkers at the Vastrapur Lake garden. They were armed with sticks and targeted elderly people, taking their phones and gold rings.",Robbery,High
A builder in the Shela area is using illegal and coercive tactics to force slum dwellers to vacate a piece of land he wants to develop. He has sent his goons to threaten them and demolish their huts.,Extortion,High
"A group of self-proclaimed 'cow protectors' stopped my truck carrying cattle (with all legal permits) near Naroda. They are demanding a huge sum of money, threatening to accuse me of illegal smuggling and beat me up.",Extortion,High
"A person who works at the RTO office is demanding a bribe to clear my new car's registration file, which he has intentionally held back. He says the file will be 'lost' if I don't pay.",Extortion,Medium
"A local goon in my area in Gomtipur demands 'hafta' (weekly protection money) from all the small shopkeepers. If we refuse, his men come and vandalize our shops at night.",Extortion,High
"My son got into a minor fight at school. Now, the other boy's influential father is threatening to get my son expelled and ruin his academic career unless I pay for the 'medical expenses' and offer a written apology for a fault that wasn't my son's.",Extortion,Medium
